candidatenumber,examYear,Student OpenEMIS ID,secondary,primaryschool,sex,EnglishRawscore,MathRawScore,EnglishConvertedScore,MathconvertedScore,Totals,essay,StudentParish,AddressAreaCode
030053,2024,1529420848,Christ Church Foundation School,ST CHRISTOPHER'S PRIMARY,M,82,70,112.41,108.33,220.74,C,CHRIST CHURCH,CC
030054,2024,1529420849,The St Michael School,ST CHRISTOPHER'S PRIMARY,M,87,100,116.11,124.58,240.69,A,CHRIST CHURCH,CC
030055,2024,1529420850,Graydon Sealy Secondary School,ST CHRISTOPHER'S PRIMARY,M,50,61,88.73,103.46,192.19,D,CHRIST CHURCH,CC
030056,2024,1529420861,Christ Church Foundation School,ST. CHRISTOPHER'S PRIMARY,F,77,85,108.71,116.46,225.17,B,CHRIST CHURCH,CC
030057,2024,1529420851,St Leonard's Boys Secondary School,ST CHRISTOPHER'S PRIMARY,M,73,34,105.75,88.83,194.58,B,CHRIST CHURCH,CC
030058,2024,1529420889,St Leonard's Boys Secondary School,ST CHRISTOPHER'S PRIMARY,M,32,51,75.41,98.04,173.45,E,CHRIST CHURCH,CC
030059,2024,1529420890,Princess Margaret Secondary,ST CHRISTOPHER'S PRIMARY,M,18,53,65.05,99.12,164.17,D,CHRIST CHURCH,CC
030060,2024,1531279032,Deighton Griffith Secondary School,ST CHRISTOPHER'S PRIMARY,F,77,46,108.71,95.33,204.04,B,CHRIST CHURCH,CC
030061,2024,1529420873,The Lodge School,ST CHRISTOPHER'S PRIMARY,F,77,66,108.71,106.16,214.87,B,CHRIST CHURCH,CC
030062,2024,1550154391,St George Secondary School,ST CHRISTOPHER'S PRIMARY,M,10,5,59.13,73.12,132.25,E,CHRIST CHURCH,CC
030063,2024,1529420892,Graydon Sealy Secondary School,ST CHRISTOPHER'S PRIMARY,M,57,39,93.91,91.54,185.45,E,CHRIST CHURCH,CC
030064,2024,1529420874,Princess Margaret Secondary,ST CHRISTOPHER'S PRIMARY,F,50,14,88.73,77.99,166.72,D,CHRIST CHURCH,CC
030065,2024,1543936269,Ellerslie Secondary School,ST CHRISTOPHER'S PRIMARY,F,55,33,92.43,88.29,180.72,D,CHRIST CHURCH,CC
030066,2024,1529420863,Springer Memorial Secondary School,ST CHRISTOPHER'S PRIMARY,F,64,31,99.09,87.2,186.29,D,CHRIST CHURCH,CC
030067,2024,1529420877,Christ Church Foundation School,ST CHRISTOPHER'S PRIMARY,F,85,67,114.63,106.71,221.34,B,CHRIST CHURCH,CC
030068,2024,1529420852,Deighton Griffith Secondary School,ST. CHRISTOPHER'S PRIMARY,M,68,63,102.05,104.54,206.59,D,CHRIST CHURCH,CC
030069,2024,1527883217,The St Michael School,ST. CHRISTOPHER'S PRIMARY,F,92,86,119.81,117,236.81,A,CHRIST CHURCH,CC
030070,2024,1634059963,Graydon Sealy Secondary School,ST. CHRISTOPHER'S PRIMARY,M,50,45,88.73,94.79,183.52,D,CHRIST CHURCH,CC
030071,2024,1529420853,Combermere School,ST CHRISTOPHER'S PRIMARY,M,83,83,113.15,115.37,228.52,B,CHRIST CHURCH,CC
030072,2024,1529420856,Deighton Griffith Secondary School,ST. CHRISTOPHER'S PRIMARY,M,73,54,105.75,99.66,205.41,A,CHRIST CHURCH,CC
030073,2024,1529420893,The Lodge School,ST CHRISTOPHER'S PRIMARY,M,70,66,103.53,106.16,209.69,C,CHRIST CHURCH,CC
030074,2024,1529420865,Christ Church Foundation School,ST CHRISTOPHER'S PRIMARY,F,79,85,110.19,116.46,226.65,A,CHRIST CHURCH,CC
030075,2024,1529420894,The Lodge School,ST CHRISTOPHER'S PRIMARY,M,74,59,106.49,102.37,208.86,C,CHRIST CHURCH,CC
030076,2024,1529420866,Deighton Griffith Secondary School,ST CHRISTOPHER'S PRIMARY,F,66,59,100.57,102.37,202.94,C,CHRIST CHURCH,CC
030077,2024,1543338517,Deighton Griffith Secondary School,ST CHRISTOPHER'S PRIMARY,F,77,55,108.71,100.21,208.92,C,CHRIST CHURCH,CC
030078,2024,1529420855,Harrison College,ST CHRISTOPHER'S PRIMARY,M,86,97,115.37,122.96,238.33,B,CHRIST CHURCH,CC
030079,2024,1529420879,Christ Church Foundation School,ST CHRISTOPHER'S PRIMARY,F,77,87,108.71,117.54,226.25,B,CHRIST CHURCH,CC
030080,2024,1532055630,Princess Margaret Secondary,ST CHRISTOPHER'S PRIMARY,F,46,28,85.77,85.58,171.35,D,CHRIST CHURCH,CC
032002,2024,1518377338,Ellerslie Secondary School,ST LAWRENCE PRIMARY,M,41,42,82.07,93.16,175.23,D,CHRIST CHURCH,CC
032003,2024,1518377352,St Leonard's Boys Secondary School,ST LAWRENCE PRIMARY,M,63,26,98.35,84.5,182.85,C,CHRIST CHURCH,CC
032005,2024,1643214451,The Lester Vaughn School,ST LAWRENCE PRIMARY,M,49,49,87.99,96.95,184.94,D,CHRIST CHURCH,CC
032006,2024,1518377353,St George Secondary School,ST LAWRENCE PRIMARY,M,29,17,73.19,79.62,152.81,D,ST. GEORGE,SG
032007,2024,1527883079,St Leonard's Boys Secondary School,ST LAWRENCE PRIMARY,M,29,33,73.19,88.29,161.48,E,CHRIST CHURCH,CC
032008,2024,1833656572,Deighton Griffith Secondary School,ST LAWRENCE PRIMARY,M,62,73,97.61,109.96,207.57,C,CHRIST CHURCH,CC
032009,2024,1518377339,Christ Church Foundation School,ST LAWRENCE PRIMARY,M,79,72,110.19,109.41,219.6,A,CHRIST CHURCH,CC
032010,2024,1518377340,The Lester Vaughn School,ST LAWRENCE PRIMARY,M,73,50,105.75,97.5,203.25,B,CHRIST CHURCH,CC
032011,2024,1542051979,Graydon Sealy Secondary School,ST LAWRENCE PRIMARY,M,60,28,96.13,85.58,181.71,C,ST. PHILIP,SPL
032013,2024,1518377341,Graydon Sealy Secondary School,ST LAWRENCE PRIMARY,M,66,47,100.57,95.87,196.44,B,CHRIST CHURCH,CC
032014,2024,1537476195,Coleridge And Parry School,ST LAWRENCE PRIMARY,M,86,68,115.37,107.25,222.62,A,ST. JAMES,SJ
032015,2024,1518377357,The Lester Vaughn School,ST LAWRENCE PRIMARY,M,59,44,95.39,94.25,189.64,C,CHRIST CHURCH,CC
032016,2024,1536170248,Ellerslie Secondary School,ST LAWRENCE PRIMARY,M,40,26,81.33,84.5,165.83,D,CHRIST CHURCH,CC
032017,2024,1530114829,Christ Church Foundation School,ST LAWRENCE PRIMARY,M,78,68,109.45,107.25,216.7,A,CHRIST CHURCH,CC
032018,2024,1518377342,The St Michael School,ST LAWRENCE PRIMARY,M,86,93,115.37,120.79,236.16,A,CHRIST CHURCH,CC
032019,2024,1529420923,Princess Margaret Secondary,ST LAWRENCE PRIMARY,M,8,7,57.65,74.2,131.85,E,CHRIST CHURCH,CC
032020,2024,1518377349,Christ Church Foundation School,ST LAWRENCE PRIMARY,F,79,81,110.19,114.29,224.48,A,CHRIST CHURCH,CC
032021,2024,1624454087,The Lodge School,ST LAWRENCE PRIMARY,F,78,71,109.45,108.87,218.32,A,CHRIST CHURCH,CC
032022,2024,1518377351,Deighton Griffith Secondary School,ST LAWRENCE PRIMARY,F,69,60,102.79,102.91,205.7,C,CHRIST CHURCH,CC
032023,2024,1518377344,Springer Memorial Secondary School,ST LAWRENCE PRIMARY,F,70,26,103.53,84.5,188.03,B,CHRIST CHURCH,CC
032024,2024,1833656321,The Lodge School,ST LAWRENCE PRIMARY,F,71,73,104.27,109.96,214.23,C,CHRIST CHURCH,CC
032025,2024,1518377345,The Lester Vaughn School,ST LAWRENCE PRIMARY,F,64,49,99.09,96.95,196.04,C,ST. GEORGE,SG
032026,2024,1518377347,Christ Church Foundation School,ST LAWRENCE PRIMARY,F,82,70,112.41,108.33,220.74,A,CHRIST CHURCH,CC
032027,2024,1518377354,Graydon Sealy Secondary School,ST LAWRENCE PRIMARY,F,56,33,93.17,88.29,181.46,D,ST. PHILIP,SPL
032028,2024,1518377346,Graydon Sealy Secondary School,ST LAWRENCE PRIMARY,F,57,27,93.91,85.04,178.95,D,CHRIST CHURCH,CC
032029,2024,1519328279,Springer Memorial Secondary School,ST LAWRENCE PRIMARY,F,67,31,101.31,87.2,188.51,B,CHRIST CHURCH,CC
032030,2024,1518377356,The Lodge School,ST LAWRENCE PRIMARY,F,81,62,111.67,104,215.67,A,CHRIST CHURCH,CC
032031,2024,1518377348,Alleyne School,ST LAWRENCE PRIMARY,F,71,46,104.27,95.33,199.6,D,ST. GEORGE,SG
032032,2024,1518377358,Springer Memorial Secondary School,ST LAWRENCE PRIMARY,F,71,25,104.27,83.95,188.22,C,CHRIST CHURCH,CC
032033,2024,1518377359,Graydon Sealy Secondary School,ST LAWRENCE PRIMARY,F,76,36,107.97,89.91,197.88,B,CHRIST CHURCH,CC
035001,2024,1542303572,The Lester Vaughn School,WESLEY HALL JUNIOR PRIMARY,M,63,33,98.35,88.29,186.64,C,ST. MICHAEL,SM
035002,2024,1543329757,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,53,31,90.95,87.2,178.15,D,CHRIST CHURCH,CC
035003,2024,1537476237,Graydon Sealy Secondary School,WESLEY HALL JUNIOR PRIMARY,M,67,36,101.31,89.91,191.22,D,CHRIST CHURCH,CC
035004,2024,1542303553,Alleyne School,WESLEY HALL JUNIOR PRIMARY,M,78,47,109.45,95.87,205.32,B,ST. MICHAEL,SM
035006,2024,1571328292,Harrison College,WESLEY HALL JUNIOR PRIMARY,M,85,90,114.63,119.17,233.8,A,ST. MICHAEL,SM
035007,2024,1542303554,The Lodge School,WESLEY HALL JUNIOR PRIMARY,M,72,65,105.01,105.62,210.63,E,ST. MICHAEL,SM
035008,2024,1542303534,The Lodge School,WESLEY HALL JUNIOR PRIMARY,M,79,72,110.19,109.41,219.6,B,ST. GEORGE,SG
035009,2024,1637518745,Daryl Jordan Secondary School,WESLEY HALL JUNIOR PRIMARY,M,19,8,65.79,74.74,140.53,E,CHRIST CHURCH,CC
035010,2024,1571328293,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,53,28,90.95,85.58,176.53,E,ST. MICHAEL,SM
035011,2024,1575438366,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,61,15,96.87,78.54,175.41,D,ST. MICHAEL,SM
035012,2024,1571328318,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,32,28,75.41,85.58,160.99,E,ST. MICHAEL,SM
035014,2024,1571328296,Harrison College,WESLEY HALL JUNIOR PRIMARY,M,80,89,110.93,118.62,229.55,C,ST. MICHAEL,SM
035015,2024,1542303556,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,36,18,78.37,80.16,158.53,E,ST. MICHAEL,SM
035016,2024,1542303443,Ellerslie Secondary School,WESLEY HALL JUNIOR PRIMARY,M,47,33,86.51,88.29,174.8,E,ST. MICHAEL,SM
035017,2024,1571328319,Combermere School,WESLEY HALL JUNIOR PRIMARY,M,89,92,117.59,120.25,237.84,A,ST. MICHAEL,SM
035018,2024,1571328282,St George Secondary School,WESLEY HALL JUNIOR PRIMARY,M,22,27,68.01,85.04,153.05,E,ST. MICHAEL,SM
035019,2024,1531999256,Ellerslie Secondary School,WESLEY HALL JUNIOR PRIMARY,M,51,23,89.47,82.87,172.34,D,ST. MICHAEL,SM
035020,2024,1571328298,The Lester Vaughn School,WESLEY HALL JUNIOR PRIMARY,M,60,51,96.13,98.04,194.17,D,ST. MICHAEL,SM
035021,2024,1542303558,Alleyne School,WESLEY HALL JUNIOR PRIMARY,M,68,48,102.05,96.41,198.46,C,ST. MICHAEL,SM
035022,2024,1553012096,Deighton Griffith Secondary School,WESLEY HALL JUNIOR PRIMARY,M,71,47,104.27,95.87,200.14,C,ST. MICHAEL,SM
035023,2024,1553011760,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,41,14,82.07,77.99,160.06,D,ST. MICHAEL,SM
035024,2024,1542303456,The Frederick Smith Secondary School,WESLEY HALL JUNIOR PRIMARY,M,28,16,72.45,79.08,151.53,E,ST. MICHAEL,SM
035025,2024,1542303444,Deighton Griffith Secondary School,WESLEY HALL JUNIOR PRIMARY,M,69,55,102.79,100.21,203,C,CHRIST CHURCH,CC
035026,2024,1571328299,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,43,35,83.55,89.37,172.92,E,ST. MICHAEL,SM
035027,2024,1571328301,Christ Church Foundation School,WESLEY HALL JUNIOR PRIMARY,M,84,74,113.89,110.5,224.39,C,ST. MICHAEL,SM
035028,2024,1542303436,The Lester Vaughn School,WESLEY HALL JUNIOR PRIMARY,M,67,37,101.31,90.45,191.76,C,ST. THOMAS,ST
035029,2024,1542303559,Alleyne School,WESLEY HALL JUNIOR PRIMARY,M,71,58,104.27,101.83,206.1,D,ST. MICHAEL,SM
035030,2024,1571328302,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,42,25,82.81,83.95,166.76,E,ST. MICHAEL,SM
035031,2024,1571328285,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,M,25,11,70.23,76.37,146.6,E,ST. MICHAEL,SM
035032,2024,1571328286,Graydon Sealy Secondary School,WESLEY HALL JUNIOR PRIMARY,M,75,27,107.23,85.04,192.27,C,ST. MICHAEL,SM
035033,2024,1542303437,The Lester Vaughn School,WESLEY HALL JUNIOR PRIMARY,M,58,44,94.65,94.25,188.9,D,ST. JAMES,SJ
035034,2024,1571328321,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,58,56,94.65,100.75,195.4,D,ST. MICHAEL,SM
035035,2024,1833657629,Ellerslie Secondary School,WESLEY HALL JUNIOR PRIMARY,M,47,12,86.51,76.91,163.42,D,ST. MICHAEL,SM
035036,2024,1571328303,Princess Margaret Secondary,WESLEY HALL JUNIOR PRIMARY,M,17,4,64.31,72.58,136.89,E,ST. GEORGE,SG
035037,2024,1541109189,The Lodge School,WESLEY HALL JUNIOR PRIMARY,M,75,78,107.23,112.66,219.89,C,ST. GEORGE,SG
035038,2024,1531999261,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,77,81,108.71,114.29,223,A,ST. MICHAEL,SM
035039,2024,1542303561,Deighton Griffith Secondary School,WESLEY HALL JUNIOR PRIMARY,M,77,66,108.71,106.16,214.87,C,ST. MICHAEL,SM
035040,2024,1542303440,Deighton Griffith Secondary School,WESLEY HALL JUNIOR PRIMARY,M,61,76,96.87,111.58,208.45,D,ST. GEORGE,SG
035041,2024,1571328304,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,36,14,78.37,77.99,156.36,E,ST. MICHAEL,SM
035042,2024,1542303562,Combermere School,WESLEY HALL JUNIOR PRIMARY,M,78,89,109.45,118.62,228.07,A,ST. MICHAEL,SM
035043,2024,1542303541,St Leonard's Boys Secondary School,WESLEY HALL JUNIOR PRIMARY,M,56,40,93.17,92.08,185.25,D,ST. MICHAEL,SM
035044,2024,1542303563,Alleyne School,WESLEY HALL JUNIOR PRIMARY,M,63,64,98.35,105.08,203.43,B,ST. MICHAEL,SM
035045,2024,1571328322,Alleyne School,WESLEY HALL JUNIOR PRIMARY,M,80,44,110.93,94.25,205.18,B,ST. GEORGE,SG
035046,2024,1571328287,Graydon Sealy Secondary School,WESLEY HALL JUNIOR PRIMARY,M,49,24,87.99,83.41,171.4,D,ST. MICHAEL,SM
035047,2024,1639172357,Ellerslie Secondary School,WESLEY HALL JUNIOR PRIMARY,M,67,30,101.31,86.66,187.97,D,ST. MICHAEL,SM
035048,2024,1571328288,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,M,34,10,76.89,75.83,152.72,D,ST. MICHAEL,SM
035049,2024,1571328305,Graydon Sealy Secondary School,WESLEY HALL JUNIOR PRIMARY,F,69,48,102.79,96.41,199.2,D,ST. MICHAEL,SM
035050,2024,1542303564,Alleyne School,WESLEY HALL JUNIOR PRIMARY,F,72,71,105.01,108.87,213.88,A,ST. MICHAEL,SM
035051,2024,1542303543,St George Secondary School,WESLEY HALL JUNIOR PRIMARY,F,20,8,66.53,74.74,141.27,E,ST. THOMAS,ST
035052,2024,1571328306,Springer Memorial Secondary School,WESLEY HALL JUNIOR PRIMARY,F,79,80,110.19,113.75,223.94,D,ST. MICHAEL,SM
035053,2024,1542303439,Combermere School,WESLEY HALL JUNIOR PRIMARY,F,82,80,112.41,113.75,226.16,B,CHRIST CHURCH,CC
035054,2024,1542303579,Christ Church Foundation School,WESLEY HALL JUNIOR PRIMARY,F,78,77,109.45,112.12,221.57,C,ST. THOMAS,ST
035055,2024,1571328323,Alleyne School,WESLEY HALL JUNIOR PRIMARY,F,75,49,107.23,96.95,204.18,C,ST. MICHAEL,SM
035056,2024,1571328307,Springer Memorial Secondary School,WESLEY HALL JUNIOR PRIMARY,F,76,52,107.97,98.58,206.55,D,ST. MICHAEL,SM
035057,2024,1542303487,Graydon Sealy Secondary School,WESLEY HALL JUNIOR PRIMARY,F,59,41,95.39,92.62,188.01,D,ST. JOSEPH,SJS
035058,2024,1571328324,Springer Memorial Secondary School,WESLEY HALL JUNIOR PRIMARY,F,55,46,92.43,95.33,187.76,D,ST. MICHAEL,SM
035059,2024,1537551791,Princess Margaret Secondary,WESLEY HALL JUNIOR PRIMARY,F,22,17,68.01,79.62,147.63,D,ST. GEORGE,SG
035060,2024,1571328308,Graydon Sealy Secondary School,WESLEY HALL JUNIOR PRIMARY,F,65,17,99.83,79.62,179.45,C,ST. MICHAEL,SM
035061,2024,1542303566,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,F,32,10,75.41,75.83,151.24,D,ST. MICHAEL,SM
035062,2024,1542303567,Grantley Adams Memorial School,WESLEY HALL JUNIOR PRIMARY,F,21,5,67.27,73.12,140.39,E,ST. MICHAEL,SM
035063,2024,1542303565,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,F,48,20,87.25,81.25,168.5,E,ST. MICHAEL,SM
035064,2024,1637518680,Springer Memorial Secondary School,WESLEY HALL JUNIOR PRIMARY,F,76,39,107.97,91.54,199.51,B,ST. MICHAEL,SM
035065,2024,1519328229,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,F,59,13,95.39,77.45,172.84,C,ST. MICHAEL,SM
035066,2024,1571328289,The Lester Vaughn School,WESLEY HALL JUNIOR PRIMARY,F,70,25,103.53,83.95,187.48,C,ST. LUCY,SL
035067,2024,1542303546,Combermere School,WESLEY HALL JUNIOR PRIMARY,F,80,84,110.93,115.92,226.85,B,ST. MICHAEL,SM
035068,2024,1542303545,Springer Memorial Secondary School,WESLEY HALL JUNIOR PRIMARY,F,81,79,111.67,113.21,224.88,B,ST. MICHAEL,SM
035069,2024,1571328325,Alleyne School,WESLEY HALL JUNIOR PRIMARY,F,70,60,103.53,102.91,206.44,B,ST. MICHAEL,SM
035070,2024,1541109209,Princess Margaret Secondary,WESLEY HALL JUNIOR PRIMARY,F,17,10,64.31,75.83,140.14,E,CHRIST CHURCH,CC
035071,2024,1530216044,The Frederick Smith Secondary School,WESLEY HALL JUNIOR PRIMARY,F,22,12,68.01,76.91,144.92,E,ST. MICHAEL,SM
035072,2024,1571328309,Alleyne School,WESLEY HALL JUNIOR PRIMARY,F,81,62,111.67,104,215.67,B,ST. MICHAEL,SM
035073,2024,1571328326,The Lodge School,WESLEY HALL JUNIOR PRIMARY,F,76,62,107.97,104,211.97,D,CHRIST CHURCH,CC
035074,2024,1571328433,The Frederick Smith Secondary School,WESLEY HALL JUNIOR PRIMARY,F,29,24,73.19,83.41,156.6,D,ST. MICHAEL,SM
035075,2024,1833657162,The Lester Vaughn School,WESLEY HALL JUNIOR PRIMARY,F,71,49,104.27,96.95,201.22,A,ST. MICHAEL,SM
035076,2024,1530571906,Springer Memorial Secondary School,WESLEY HALL JUNIOR PRIMARY,F,74,37,106.49,90.45,196.94,A,ST. MICHAEL,SM
035077,2024,1571328310,Ellerslie Secondary School,WESLEY HALL JUNIOR PRIMARY,F,53,35,90.95,89.37,180.32,C,ST. MICHAEL,SM
035078,2024,1542303568,St George Secondary School,WESLEY HALL JUNIOR PRIMARY,F,21,9,67.27,75.29,142.56,D,ST. MICHAEL,SM
035079,2024,1542303548,Coleridge And Parry School,WESLEY HALL JUNIOR PRIMARY,F,60,52,96.13,98.58,194.71,C,ST. MICHAEL,SM
035080,2024,1571328327,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,F,58,18,94.65,80.16,174.81,E,ST. MICHAEL,SM
035081,2024,1571328311,Coleridge And Parry School,WESLEY HALL JUNIOR PRIMARY,F,69,47,102.79,95.87,198.66,B,ST. MICHAEL,SM
035082,2024,1544109650,Springer Memorial Secondary School,WESLEY HALL JUNIOR PRIMARY,F,62,37,97.61,90.45,188.06,D,ST. MICHAEL,SM
035083,2024,1542303549,Ellerslie Secondary School,WESLEY HALL JUNIOR PRIMARY,F,66,23,100.57,82.87,183.44,C,ST. MICHAEL,SM
035084,2024,1542303445,Harrison College,WESLEY HALL JUNIOR PRIMARY,F,88,99,116.85,124.04,240.89,B,ST. GEORGE,SG
035085,2024,1643214553,Graydon Sealy Secondary School,WESLEY HALL JUNIOR PRIMARY,F,71,51,104.27,98.04,202.31,B,ST. MICHAEL,SM
035086,2024,1571328328,The Lester Vaughn School,WESLEY HALL JUNIOR PRIMARY,F,79,57,110.19,101.29,211.48,B,ST. MICHAEL,SM
035087,2024,1571328312,Combermere School,WESLEY HALL JUNIOR PRIMARY,F,82,83,112.41,115.37,227.78,B,ST. MICHAEL,SM
035088,2024,1571328329,Alleyne School,WESLEY HALL JUNIOR PRIMARY,F,68,69,102.05,107.79,209.84,B,ST. THOMAS,ST
035089,2024,1532055542,Princess Margaret Secondary,WESLEY HALL JUNIOR PRIMARY,F,14,4,62.09,72.58,134.67,E,ST. MICHAEL,SM
035090,2024,1542303570,Alleyne School,WESLEY HALL JUNIOR PRIMARY,F,71,68,104.27,107.25,211.52,B,ST. MICHAEL,SM
035091,2024,1833657624,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,F,23,11,68.75,76.37,145.12,E,ST. MICHAEL,SM
035092,2024,1542303540,Ellerslie Secondary School,WESLEY HALL JUNIOR PRIMARY,M,74,41,106.49,92.62,199.11,D,ST. MICHAEL,SM
035093,2024,,Alexandra Secondary School,WESLEY HALL JUNIOR PRIMARY,F,76,60,107.97,102.91,210.88,D,ST. MICHAEL,SM
035094,2024,1538595614,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,M,19,6,65.79,73.66,139.45,E,ST. MICHAEL,SM
035095,2024,1571328313,Alexandra Secondary School,WESLEY HALL JUNIOR PRIMARY,M,76,63,107.97,104.54,212.51,D,ST. MICHAEL,SM
035096,2024,1571328317,Daryl Jordan Secondary School,WESLEY HALL JUNIOR PRIMARY,M,23,10,68.75,75.83,144.58,E,ST. PHILIP,SPL
035097,2024,1571328290,Daryl Jordan Secondary School,WESLEY HALL JUNIOR PRIMARY,F,17,12,64.31,76.91,141.22,E,CHRIST CHURCH,CC
035098,2024,1542303544,Parkinson Secondary School,WESLEY HALL JUNIOR PRIMARY,F,16,22,63.57,82.33,145.9,E,ST. JOSEPH,SJS
039001,2024,1537550731,Ellerslie Secondary School,ST MARGARET'S PRIMARY,M,58,32,94.65,87.75,182.4,C,ST. JOHN,SJN
039002,2024,1538105441,Princess Margaret Secondary,ST MARGARET'S PRIMARY,M,22,23,68.01,82.87,150.88,D,ST. JOHN,SJN
039003,2024,1537550733,St Leonard's Boys Secondary School,ST MARGARET'S PRIMARY,M,45,25,85.03,83.95,168.98,D,ST. JOHN,SJN
039004,2024,1537550734,Graydon Sealy Secondary School,ST MARGARET'S PRIMARY,M,47,35,86.51,89.37,175.88,C,ST. JOHN,SJN
039005,2024,1529517198,Christ Church Foundation School,ST MARGARET'S PRIMARY,M,79,68,110.19,107.25,217.44,B,ST. JOHN,SJN
039006,2024,1537550735,The Lodge School,ST MARGARET'S PRIMARY,M,74,90,106.49,119.17,225.66,C,ST. PHILIP,SPL
039007,2024,1568904825,Queen's College,ST MARGARET'S PRIMARY,M,78,99,109.45,124.04,233.49,C,ST. JOHN,SJN
039008,2024,1529517248,Parkinson Secondary School,ST MARGARET'S PRIMARY,M,23,13,68.75,77.45,146.2,E,ST. JOHN,SJN
039009,2024,1529517203,St Leonard's Boys Secondary School,ST MARGARET'S PRIMARY,M,40,6,81.33,73.66,154.99,D,ST. JOHN,SJN
039010,2024,1572627080,Graydon Sealy Secondary School,ST MARGARET'S PRIMARY,F,59,21,95.39,81.79,177.18,C,ST. JOHN,SJN
039011,2024,1531504470,Grantley Adams Memorial School,ST. MARGARET'S PRIMARY,F,60,24,96.13,83.41,179.54,C,,
039012,2024,1643214619,Graydon Sealy Secondary School,ST MARGARET'S PRIMARY,F,53,32,90.95,87.75,178.7,C,ST. JOHN,SJN
039013,2024,1537550737,Harrison College,ST MARGARET'S PRIMARY,F,87,93,116.11,120.79,236.9,C,ST. JOHN,SJN
039014,2024,1537550738,Alleyne School,ST MARGARET'S PRIMARY,F,85,72,114.63,109.41,224.04,C,ST. JOHN,SJN
039015,2024,1537550739,Graydon Sealy Secondary School,ST MARGARET'S PRIMARY,F,68,38,102.05,91,193.05,D,ST. JOHN,SJN
039016,2024,1537550740,Deighton Griffith Secondary School,ST MARGARET'S PRIMARY,F,67,70,101.31,108.33,209.64,C,ST. JOHN,SJN
039017,2024,1537550741,The Lester Vaughn School,ST MARGARET'S PRIMARY,F,62,47,97.61,95.87,193.48,C,ST. JOHN,SJN
039018,2024,1537550742,The Lodge School,ST MARGARET'S PRIMARY,F,74,71,106.49,108.87,215.36,C,ST. JOHN,SJN
040001,2024,1538105438,Christ Church Foundation School,ST MARK'S PRIMARY,M,84,78,113.89,112.66,226.55,C,ST. JOHN,SJN
040002,2024,1538105436,Harrison College,ST MARK'S PRIMARY,M,79,91,110.19,119.71,229.9,C,ST. PHILIP,SPL
040003,2024,1538105435,Combermere School,ST MARK'S PRIMARY,M,81,94,111.67,121.33,233,B,ST. PHILIP,SPL
040004,2024,1538105434,The Lodge School,ST MARK'S PRIMARY,M,75,69,107.23,107.79,215.02,B,ST. PHILIP,SPL
040005,2024,1538105451,Christ Church Foundation School,ST MARK'S PRIMARY,M,82,72,112.41,109.41,221.82,C,ST. JOHN,SJN
040006,2024,1538105456,Graydon Sealy Secondary School,ST MARK'S PRIMARY,M,49,41,87.99,92.62,180.61,D,ST. JOHN,SJN
040007,2024,1538105439,Graydon Sealy Secondary School,ST MARK'S PRIMARY,M,67,38,101.31,91,192.31,B,ST. JOHN,SJN
040008,2024,1538105458,The St Michael School,ST MARK'S PRIMARY,M,90,83,118.33,115.37,233.7,A,ST. JOHN,SJN
040009,2024,1538105445,The Lodge School,ST MARK'S PRIMARY,F,72,70,105.01,108.33,213.34,C,ST. JOHN,SJN
040010,2024,1538105452,Harrison College,ST MARK'S PRIMARY,F,92,94,119.81,121.33,241.14,A,ST. PHILIP,SPL
040011,2024,1833656894,Graydon Sealy Secondary School,ST. MARK'S PRIMARY,F,53,39,90.95,91.54,182.49,C,ST. JOHN,SJN
040012,2024,1529517204,Princess Margaret Secondary,ST MARK'S PRIMARY,F,57,17,93.91,79.62,173.53,D,ST. JOHN,SJN
040013,2024,1538105447,Christ Church Foundation School,ST MARK'S PRIMARY,F,82,74,112.41,110.5,222.91,A,ST. PHILIP,SPL
040014,2024,1538105440,Princess Margaret Secondary,ST MARK'S PRIMARY,F,55,17,92.43,79.62,172.05,C,ST. JOHN,SJN
